owner_1_score,RATE_owner_1,CAP_AMOUNT_owner_1,PERCENT_OWN_owner_1,years_in_business,RATE_ID_FOR_years_in_business,fsr,location,judgement_lien_percent,RATE_ID_FOR_judgement_lien_percent,INPUT_VALUE_ID_FOR_judgement_lien_amount,RATE_ID_FOR_judgement_lien_amount,RATE_ID_FOR_num_negative_days,INPUT_VALUE_ID_FOR_num_deposits,RATE_ID_FOR_num_deposits,INPUT_VALUE_ID_FOR_monthly_gross,RATE_ID_FOR_monthly_gross,INPUT_VALUE_ID_FOR_average_ledger,RATE_ID_FOR_average_ledger,INPUT_VALUE_ID_FOR_fc_margin,RATE_ID_FOR_fc_margin,INPUT_VALUE_ID_FOR_tax_lien_amount,RATE_ID_FOR_tax_lien_amount,INPUT_VALUE_ID_FOR_tax_lien_percent,RATE_ID_FOR_tax_lien_percent,INPUT_VALUE_ID_FOR_tax_lien_count,RATE_ID_FOR_tax_lien_count,INPUT_VALUE_ID_FOR_current_position,RATE_ID_FOR_current_position,INPUT_VALUE_ID_FOR_avg_net_deposits,INPUT_VALUE_ID_FOR_industry_type,INPUT_VALUE_owner_4,RATE_owner_4,CAP_AMOUNT_owner_4,PERCENT_OWN_owner_4,deal_application_thread_id,completion_status
557.0,1,100000.0,60.0,6.4,0,27.0,3,0.0,0,0.0,0,0,12.333333333333,0,184915.66666667,0,20890.0,0,0.11,0,0.0,0,0.0,0,0.0,0,1.0,0,184915.66666667,2,584.0,1,100000.0,80.0,5013.0,1
626.0,0,150000.0,100.0,11.98,0,14.0,1,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,626.0,0,150000.0,100.0,4514.0,0
539.0,2,35000.0,100.0,12.92,0,3.0,1,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,539.0,2,35000.0,100.0,3056.0,2
623.0,0,150000.0,100.0,4.83,0,85.0,3,0.0,0,0.0,0,0,56.0,0,68113.333333333,0,3019.3333333333,0,0.04,0,0.0,0,0.0,0,0.0,0,2.0,1,68113.333333333,2,622.0,0,150000.0,150.0,3550.0,1
626.0,0,150000.0,100.0,11.98,0,14.0,1,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,626.0,0,150000.0,100.0,4514.0,0
566.0,1,100000.0,100.0,2.0,0,10.0,1,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,566.0,1,100000.0,100.0,3997.0,0
483.0,3,0.0,100.0,3.31,0,20.0,3,0.0,0,0.0,0,2,29.0,0,183597.2,0,18820.4,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,183597.2,2,483.0,3,0.0,100.0,685.0,3
570.0,1,100000.0,33.3,2.22,0,2.0,3,0.0,0,0.0,0,2,34.0,0,34668.5,0,1113.0,0,0.03,0,0.0,0,0.0,0,0.0,0,1.0,0,34668.5,2,618.0,0,150000.0,99.9,2453.0,1
568.0,1,100000.0,100.0,3.29,0,86.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,568.0,1,100000.0,100.0,5521.0,1
623.0,0,150000.0,100.0,4.83,0,85.0,3,0.0,0,0.0,0,0,56.0,0,68113.333333333,0,3257.3333333333,0,0.05,0,0.0,0,0.0,0,0.0,0,1.0,0,68113.333333333,2,623.0,0,150000.0,100.0,3550.0,1
616.0,0,150000.0,80.0,8.05,0,69.0,3,0.0,0,0.0,0,0,67.2,0,49269.8,0,2950.6,0,0.06,0,0.0,0,0.0,0,0.0,0,3.0,2,49269.8,2,613.0,0,150000.0,100.0,5892.0,2
659.0,0,150000.0,100.0,1.12,1,19.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,659.0,0,150000.0,100.0,4171.0,0
666.0,0,150000.0,100.0,3.78,0,28.0,3,0.0,0,0.0,0,0,14.5,0,65731.5,0,42818.75,0,0.65,0,0.0,0,0.0,0,0.0,0,2.0,1,65731.5,2,666.0,0,150000.0,100.0,2211.0,0
741.0,0,150000.0,100.0,12.28,0,65.0,3,0.0,0,0.0,0,0,10.0,2,828338.75,0,387205.25,0,0.47,0,0.0,0,0.0,0,0.0,0,1.0,0,828338.75,2,741.0,0,150000.0,100.0,7477.0,0
503.0,2,35000.0,100.0,17.77,0,1.0,3,0.0,0,0.0,0,0,2.5714285714286,3,207653.42857143,0,7011.4285714286,0,0.03,0,0.0,0,0.0,0,0.0,0,2.0,1,207653.42857143,3,503.0,2,35000.0,100.0,503.0,3
641.0548712206047,0,116921.12676056338,25.0,1.33,1,12.0,1,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,116245.62427071178,0.0,4769.0,1
646.0,0,150000.0,100.0,31.79,0,98.0,3,0.0,0,0.0,0,0,14.25,0,100060.75,0,13971.7975,0,0.14,0,0.0,0,0.0,0,0.0,0,1.0,0,100060.75,2,646.0,0,150000.0,100.0,2924.0,1
517.0,2,35000.0,100.0,39.36,0,74.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,517.0,2,35000.0,100.0,5998.0,1
537.0,2,35000.0,100.0,10.02,0,17.0,3,0.0,0,0.0,0,0,32.6,0,108504.4,0,12460.4,0,0.11,0,0.0,0,0.0,0,0.0,0,1.0,0,108504.4,3,537.0,2,35000.0,100.0,4122.0,0
557.0,1,100000.0,60.0,6.27,0,27.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,584.0,1,100000.0,80.0,5013.0,1
549.0,2,35000.0,100.0,1.94,1,18.0,3,0.0,0,0.0,0,1,17.75,1,15191.175,0,1295.0,0,0.09,0,0.0,0,0.0,0,0.0,0,1.0,0,15191.175,2,549.0,2,35000.0,100.0,6536.0,0
620.0,1,100000.0,100.0,2.16,0,29.0,1,0.0,0,0.0,0,0,70.0,0,86020.5,0,25650.25,0,0.3,0,0.0,0,0.0,0,0.0,0,1.0,0,86020.5,1,620.0,1,100000.0,100.0,7460.0,3
658.0,0,150000.0,100.0,4.65,0,6.0,1,0.0,0,0.0,0,0,43.0,0,14846.566666667,0,675.06333333333,1,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,14846.566666667,2,658.0,0,150000.0,100.0,4402.0,2
640.0,0,150000.0,100.0,7.72,0,89.0,3,0.0,0,0.0,0,0,21.0,0,22481.5,0,1500.0,0,0.07,0,0.0,0,0.0,0,0.0,0,1.0,0,22481.5,2,640.0,0,150000.0,97.13452991452992,228.0,3
475.0,3,0.0,50.0,1.6,1,6.0,3,0.0,0,0.0,0,2,30.0,0,46934.46,0,2478.52,0,0.05,0,0.0,0,0.0,0,0.0,0,2.0,1,46934.46,2,506.0,2,35000.0,100.0,232.0,1
546.0,2,35000.0,100.0,14.9,0,80.0,3,0.0,0,0.0,0,0,18.0,0,55117.0,0,5851.4,0,0.11,0,0.0,0,0.0,0,0.0,0,1.0,0,55117.0,2,546.0,2,35000.0,100.0,4803.0,0
667.0,0,150000.0,100.0,8.79,0,71.0,1,0.0,0,0.0,0,0,4.75,3,30760.0,0,12656.5,0,0.41,0,0.0,0,0.0,0,0.0,0,0.0,0,30760.0,1,667.0,0,150000.0,100.0,4638.0,1
551.0,1,100000.0,100.0,1805.38,0,5.0,3,0.0,0,0.0,0,2,16.0,0,142658.58,0,13219.3025,0,0.09,0,0.0,0,0.0,0,0.0,0,3.0,2,142658.58,2,551.0,1,100000.0,100.0,429.0,1
760.0,0,150000.0,100.0,20.93,0,88.0,3,0.0,0,0.0,0,0,15.333333333333,0,234181.37666667,0,22837.683333333,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,234181.37666667,2,760.0,0,150000.0,100.0,3174.0,1
612.0,0,150000.0,100.0,6.02,0,80.0,3,0.0,0,0.0,0,0,25.0,0,90970.535,0,14522.0,0,0.16,0,0.0,0,0.0,0,0.0,0,2.0,1,90970.535,2,612.0,0,150000.0,100.0,569.0,1
479.0,3,0.0,50.0,3.6,0,6.0,3,0.0,0,0.0,0,0,27.5,0,51259.0075,0,2750.0,0,0.05,0,0.0,0,0.0,0,0.0,0,1.0,0,51259.0075,2,479.0,3,0.0,50.0,5028.0,1
606.0,0,150000.0,100.0,9.42,0,79.0,3,0.0,0,0.0,0,0,66.0,0,53789.0,0,3000.0,0,0.06,0,0.0,0,0.0,0,0.0,0,1.0,0,53789.0,2,606.0,0,150000.0,100.0,4615.0,0
652.0,0,150000.0,100.0,12.07,0,87.0,3,0.0,0,0.0,0,0,66.666666666667,0,37685.666666667,0,3120.3333333333,0,0.08,0,0.0,0,0.0,0,0.0,0,1.0,0,37685.666666667,2,652.0,0,150000.0,100.0,6367.0,1
698.0,0,150000.0,100.0,2.58,0,3.0,3,0.0,0,0.0,0,0,27.666666666667,0,46332.333333333,0,6761.6666666667,0,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0,46332.333333333,2,698.0,0,150000.0,100.0,7089.0,2
696.0,0,150000.0,25.0,1.33,1,12.0,3,0.0,0,0.0,0,0,31.5,0,12995.0,0,2000.0,0,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0,12995.0,2,696.0,0,150000.0,50.0,4769.0,1
693.0,0,150000.0,100.0,5.73,0,92.0,3,0.0,0,0.0,0,0,43.0,0,161968.75,0,10575.25,0,0.07,0,0.0,0,0.0,0,0.0,0,2.0,1,161968.75,2,693.0,0,150000.0,100.0,6832.0,0
544.0,2,35000.0,100.0,1.44,1,6.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,544.0,2,35000.0,100.0,4165.0,0
741.0,0,150000.0,100.0,12.28,0,65.0,3,0.0,0,0.0,0,0,10.0,2,767088.75,0,387205.25,0,0.5,0,0.0,0,0.0,0,0.0,0,2.0,1,767088.75,2,741.0,0,150000.0,100.0,7477.0,0
582.0,1,100000.0,100.0,8.72,0,7.0,1,0.0,0,0.0,0,0,36.5,0,23062.485,0,3428.0,0,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0,23062.485,2,582.0,1,100000.0,100.0,4699.0,1
560.0,1,100000.0,100.0,3.82,0,12.0,3,0.0,0,0.0,0,0,31.0,0,26898.091666667,0,3703.4566666667,0,0.14,0,0.0,0,0.0,0,0.0,0,0.0,0,26898.091666667,2,560.0,1,100000.0,100.0,4107.0,1
666.0,0,150000.0,100.0,3.78,0,28.0,3,0.0,0,0.0,0,0,14.5,0,65731.5,0,42818.75,0,0.65,0,0.0,0,0.0,0,0.0,0,2.0,1,65731.5,2,666.0,0,150000.0,100.0,649.0,2
741.0,0,150000.0,100.0,3.78,0,81.0,3,0.0,0,0.0,0,0,15.8,0,207816.4,0,8721.972,0,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,207816.4,2,741.0,0,150000.0,100.0,928.0,2
698.0,0,150000.0,100.0,2.58,0,3.0,3,0.0,0,0.0,0,0,27.666666666667,0,46332.333333333,0,6761.6666666667,0,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0,46332.333333333,2,698.0,0,150000.0,100.0,7089.0,2
537.0,2,35000.0,100.0,10.02,0,17.0,3,0.0,0,0.0,0,0,32.6,0,108504.4,0,12460.4,0,0.11,0,0.0,0,0.0,0,0.0,0,3.0,2,108504.4,3,537.0,2,35000.0,100.0,4122.0,0
747.0,0,150000.0,100.0,14.88,0,18.0,3,0.0,0,0.0,0,0,20.0,0,269757.66666667,0,30000.0,0,0.11,0,0.0,0,0.0,0,0.0,0,3.0,2,269757.66666667,2,747.0,0,150000.0,100.0,5366.0,1
609.0,0,150000.0,100.0,4.95,0,4.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,609.0,0,150000.0,100.0,4618.0,1
679.0,0,150000.0,100.0,0.93,2,90.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,679.0,0,150000.0,100.0,3534.0,2
684.0,0,150000.0,100.0,5.53,0,5.0,3,0.0,0,0.0,0,0,82.333333333333,0,115959.0,0,5333.3333333333,0,0.05,0,0.0,0,0.0,0,0.0,0,1.0,0,115959.0,2,684.0,0,150000.0,100.0,6035.0,3
506.0,2,35000.0,100.0,2.23,0,39.0,3,0.0,0,0.0,0,0,7.75,3,500593.25,0,23497.5,0,0.05,0,0.0,0,0.0,0,0.0,0,1.0,0,500593.25,2,506.0,2,35000.0,100.0,5713.0,1
630.0,0,150000.0,100.0,5.68,0,42.0,3,0.0,0,0.0,0,0,36.666666666667,0,83402.333333333,0,9997.58,0,0.12,0,0.0,0,0.0,0,0.0,0,1.0,0,83402.333333333,1,630.0,0,150000.0,100.0,1975.0,1
568.0,1,100000.0,100.0,3.42,0,86.0,3,0.0,0,0.0,0,0,19.714285714286,0,86904.428571429,0,19131.857142857,0,0.22,0,0.0,0,0.0,0,0.0,0,1.0,0,86904.428571429,2,568.0,1,100000.0,100.0,5521.0,1
646.0,0,150000.0,100.0,31.82,0,98.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,646.0,0,150000.0,100.0,2924.0,1
561.0,1,100000.0,50.0,5.88,0,74.0,1,0.0,0,0.0,0,0,64.0,0,23972.0,0,1325.3333333333,0,0.06,0,0.0,0,0.0,0,0.0,0,1.0,0,23972.0,2,530.0,2,35000.0,100.0,5641.0,2
659.0,0,150000.0,100.0,1.24,1,19.0,3,0.0,0,0.0,0,0,30.666666666667,0,24496.666666667,0,1796.0,0,0.07,0,0.0,0,0.0,0,0.0,0,1.0,0,24496.666666667,2,659.0,0,150000.0,100.0,4171.0,0
537.0,2,35000.0,100.0,9.88,0,17.0,3,0.0,0,0.0,0,0,32.75,0,115187.0,0,10049.5,0,0.09,0,0.0,0,0.0,0,0.0,0,2.0,1,115187.0,3,537.0,2,35000.0,100.0,2227.0,2
620.0,0,150000.0,100.0,7.9,0,74.0,3,0.0,0,0.0,0,0,6.6666666666667,3,19529.543333333,0,4267.7933333333,0,0.22,0,0.0,0,0.0,0,0.0,0,1.0,0,19529.543333333,2,620.0,0,150000.0,100.0,2982.0,1
598.0,1,100000.0,100.0,5.87,0,49.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,598.0,1,100000.0,100.0,3898.0,2
509.0,2,35000.0,100.0,11.56,0,27.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,509.0,2,35000.0,100.0,3750.0,2
682.0,0,150000.0,50.0,24.11,0,75.0,1,0.0,0,0.0,0,0,98.666666666667,0,154156.88666667,0,20540.183333333,0,0.13,0,0.0,0,0.0,0,0.0,0,2.0,1,154156.88666667,2,686.0,0,150000.0,100.0,3559.0,1
567.0,1,100000.0,70.0,2.97,0,72.0,2,0.0,0,0.0,0,0,10.2,3,71408.0,0,21484.02,0,0.3,0,0.0,0,0.0,0,0.0,0,1.0,0,71408.0,2,567.0,1,100000.0,70.0,1364.0,1
549.0,2,35000.0,100.0,8.66,0,23.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,549.0,2,35000.0,100.0,1694.0,0
696.0,0,150000.0,25.0,1.33,1,12.0,3,0.0,0,0.0,0,0,31.5,0,12995.0,0,2000.0,0,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0,12995.0,2,696.0,0,150000.0,50.0,4769.0,1
658.0,0,150000.0,100.0,12.1,0,4.0,3,0.0,0,0.0,0,0,12.666666666667,0,14649.736666667,0,1145.4866666667,0,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,14649.736666667,2,658.0,0,150000.0,100.0,5215.0,1
713.0,0,150000.0,100.0,3.1,0,80.0,3,0.0,0,0.0,0,0,11.666666666667,0,466666.66666667,0,45333.333333333,0,0.1,0,0.0,0,0.0,0,0.0,0,2.0,1,466666.66666667,2,713.0,0,150000.0,100.0,633.0,1
576.0,1,100000.0,100.0,3.65,0,80.0,1,0.0,0,0.0,0,0,0.0,2,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,576.0,1,100000.0,100.0,8181.0,0
639.0,0,150000.0,100.0,18.91,0,6.0,3,0.0,0,0.0,0,0,42.0,0,53112.03,0,7437.6666666667,0,0.14,0,0.0,0,0.0,0,0.0,0,1.0,0,53112.03,2,639.0,0,150000.0,100.0,4321.0,1
630.0,1,100000.0,100.0,12.18,0,25.0,3,0.0,0,0.0,0,0,80.333333333333,0,243958.24666667,0,25340.183333333,0,0.1,0,0.0,0,0.0,0,0.0,0,1.0,0,243958.24666667,0,0.0,0,116245.62427071178,100.0,9062.0,2
568.0,1,100000.0,50.0,7.88,0,65.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,568.0,1,100000.0,50.0,2546.0,2
663.0,0,150000.0,100.0,1.71,1,85.0,1,0.0,0,0.0,0,0,17.75,0,117634.75,0,10323.5675,0,0.09,0,0.0,0,0.0,0,0.0,0,1.0,0,117634.75,2,663.0,0,150000.0,100.0,2858.0,1
649.0,0,150000.0,100.0,5.51,0,56.0,3,0.0,0,0.0,0,0,70.4,0,250811.8,0,22737.4,0,0.09,0,0.0,0,0.0,0,0.0,0,1.0,0,250811.8,2,649.0,0,150000.0,100.0,2696.0,2
675.0,0,150000.0,100.0,9.08,0,9.0,3,0.0,0,0.0,0,0,10.0,3,245235.25,0,20719.0,0,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,245235.25,1,675.0,0,150000.0,100.0,6343.0,0
614.0,0,150000.0,100.0,16.09,0,31.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,614.0,0,150000.0,100.0,1911.0,1
559.0,1,100000.0,100.0,5.94,0,2.0,1,0.0,0,0.0,0,0,4.6666666666667,3,33239.486666667,0,6666.6666666667,0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,33239.486666667,2,559.0,1,100000.0,100.0,3618.0,0
740.0,0,150000.0,100.0,4.06,0,6.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,740.0,0,150000.0,100.0,4349.0,1
561.0,1,100000.0,50.0,5.87,0,74.0,2,0.0,0,0.0,0,0,64.0,0,23972.0,0,1325.3333333333,0,0.06,0,0.0,0,0.0,0,0.0,0,1.0,0,23972.0,2,4781.0,4,116245.62427071178,100.0,5641.0,2
598.0,1,100000.0,100.0,6.68,0,92.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,598.0,1,100000.0,100.0,4538.0,1
741.0,0,150000.0,100.0,13.28,0,65.0,1,0.0,0,0.0,0,0,0.0,2,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,741.0,0,150000.0,100.0,7477.0,0
548.0,2,35000.0,100.0,11.81,0,3.0,3,0.0,0,0.0,0,0,35.0,0,49774.75,0,6043.0,0,0.12,0,0.0,0,0.0,0,0.0,0,1.0,0,49774.75,2,548.0,2,35000.0,100.0,6916.0,0
600.0,0,150000.0,0.0,11.12,0,75.0,0,0.0,0,0.0,0,1,81.222222222222,0,135836.44444444,0,16430.172222222,0,0.12,0,0.0,0,0.0,0,0.0,0,2.0,1,135836.44444444,2,655.0709060213843,0,116245.62427071178,97.13452991452992,88.0,1
682.0,0,150000.0,50.0,24.55,0,75.0,3,0.0,0,0.0,0,0,98.666666666667,0,154156.88666667,0,20540.183333333,0,0.13,0,0.0,0,0.0,0,0.0,0,2.0,1,154156.88666667,2,686.0,0,150000.0,100.0,3559.0,1
479.0,3,0.0,50.0,3.58,0,6.0,1,0.0,0,0.0,0,0,27.5,0,51259.0075,0,2750.0,0,0.05,0,0.0,0,0.0,0,0.0,0,1.0,0,51259.0075,2,479.0,3,0.0,50.0,5028.0,1
640.0,0,150000.0,100.0,2.3,0,43.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,640.0,0,150000.0,100.0,5368.0,2
558.0,2,35000.0,100.0,20.04,0,18.0,1,0.0,0,0.0,0,1,43.25,0,45207.0,0,1588.505,0,0.04,0,0.0,0,0.0,0,0.0,0,2.0,1,45207.0,2,558.0,2,35000.0,100.0,8546.0,1
635.0,0,150000.0,100.0,3.24,0,45.0,3,0.0,0,0.0,0,0,10.25,3,267331.765,0,6000.0,0,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,267331.765,1,635.0,0,150000.0,100.0,6894.0,1
693.0,0,150000.0,100.0,5.71,0,92.0,1,0.0,0,0.0,0,0,0.0,2,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,693.0,0,150000.0,100.0,6832.0,0
567.0,1,100000.0,70.0,2.97,0,72.0,3,0.0,0,0.0,0,0,10.2,3,71408.0,0,21484.02,0,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,71408.0,2,567.0,1,100000.0,70.0,1364.0,1
646.0,0,150000.0,100.0,31.79,0,98.0,3,0.0,0,0.0,0,0,14.25,0,100060.75,0,13971.7975,0,0.14,0,0.0,0,0.0,0,0.0,0,1.0,0,100060.75,2,646.0,0,150000.0,100.0,2924.0,1
659.0,0,150000.0,100.0,1.23,1,72.0,3,0.0,0,0.0,0,3,17.0,0,168037.75,0,22916.0,0,0.14,0,0.0,0,0.0,0,0.0,0,1.0,0,168037.75,2,659.0,0,150000.0,100.0,611.0,0
564.0,1,100000.0,100.0,7.72,0,35.0,3,0.0,0,0.0,0,0,28.666666666667,0,88215.666666667,0,10655.093333333,0,0.12,0,0.0,0,0.0,0,0.0,0,1.0,0,88215.666666667,2,564.0,1,100000.0,100.0,4105.0,0
598.0,1,100000.0,100.0,6.75,0,92.0,3,0.0,0,0.0,0,0,32.25,0,153910.6925,0,65517.5,0,0.43,0,0.0,0,0.0,0,0.0,0,1.0,0,153910.6925,2,598.0,1,100000.0,100.0,4538.0,1
705.0,0,150000.0,100.0,12.57,0,87.0,1,0.0,0,0.0,0,0,47.666666666667,0,362951.03333333,0,27505.866666667,0,0.08,0,0.0,0,0.0,0,0.0,0,1.0,0,362951.03333333,2,705.0,0,150000.0,100.0,4743.0,1
580.0,1,100000.0,100.0,1.98,1,18.0,3,0.0,0,0.0,0,1,69.5,0,62348.64,0,1125.7,0,0.02,0,0.0,0,0.0,0,0.0,0,1.0,0,62348.64,2,580.0,1,100000.0,100.0,315.0,2
696.0,0,150000.0,100.0,11.17,0,89.0,2,0.0,0,0.0,0,0,6.75,2,96679.0,0,27595.2375,0,0.29,0,0.0,0,0.0,0,0.0,0,1.0,0,96679.0,2,696.0,0,150000.0,100.0,8279.0,1
614.0,0,150000.0,100.0,12.29,0,22.0,3,0.0,0,0.0,0,0,34.333333333333,0,45551.436666667,0,8615.8933333333,0,0.19,0,0.0,0,0.0,0,0.0,0,1.0,0,45551.436666667,2,614.0,0,150000.0,100.0,5326.0,2
694.0,0,150000.0,100.0,4.78,0,6.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,694.0,0,150000.0,100.0,5313.0,1
679.0,0,150000.0,100.0,32.4,0,90.0,3,0.0,0,0.0,0,1,40.0,0,32114.25,0,1311.25,0,0.04,0,0.0,0,0.0,0,0.0,0,1.0,0,32114.25,2,679.0,0,150000.0,100.0,3534.0,2
649.0,0,150000.0,100.0,5.55,0,56.0,3,0.0,0,0.0,0,0,70.4,0,250811.8,0,22737.4,0,0.09,0,0.0,0,0.0,0,0.0,0,1.0,0,250811.8,2,649.0,0,150000.0,100.0,2696.0,2
568.0,1,100000.0,100.0,3.29,0,86.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,568.0,1,100000.0,100.0,5521.0,1
650.0,0,150000.0,100.0,10.26,0,27.0,3,0.0,0,0.0,0,0,81.2,0,68463.6,0,2969.4,0,0.04,0,0.0,0,0.0,0,0.0,0,1.0,0,68463.6,2,650.0,0,150000.0,100.0,5871.0,1
682.0,0,150000.0,50.0,24.11,0,75.0,1,0.0,0,0.0,0,0,98.666666666667,0,159990.22,0,20540.183333333,0,0.13,0,0.0,0,0.0,0,0.0,0,0.0,0,159990.22,2,686.0,0,150000.0,100.0,3559.0,1
606.0,0,150000.0,100.0,2.08,0,6.0,3,0.0,0,0.0,0,0,16.75,0,53039.8175,0,7671.5,0,0.14,0,0.0,0,0.0,0,0.0,0,1.0,0,53039.8175,2,606.0,0,150000.0,100.0,4642.0,2
550.0,1,100000.0,100.0,6.35,0,45.0,3,0.0,0,0.0,0,0,6.6666666666667,3,150456.0,0,32985.333333333,0,0.22,0,0.0,0,0.0,0,0.0,0,1.0,0,150456.0,2,550.0,1,100000.0,100.0,3318.0,0
632.0,0,150000.0,50.0,8.5,0,31.0,1,0.0,0,0.0,0,0,6.75,3,33005.0975,0,6198.4175,0,0.19,0,0.0,0,0.0,0,0.0,0,0.0,0,33005.0975,2,650.0,0,150000.0,100.0,203.0,1
588.0,1,100000.0,100.0,5.64,0,29.0,3,0.0,0,0.0,0,0,24.666666666667,0,15947.666666667,0,3111.6666666667,0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,15947.666666667,2,588.0,1,100000.0,100.0,5972.0,2
634.0,0,150000.0,100.0,6.78,0,86.0,1,0.0,0,0.0,0,1,6.25,3,74464.5,0,1000.0,0,0.01,0,0.0,0,0.0,0,0.0,0,1.0,0,74464.5,2,634.0,0,150000.0,100.0,765.0,2
675.0,0,150000.0,25.0,1.51,1,12.0,3,0.0,0,0.0,0,0,31.25,0,12502.416666667,0,2703.75,0,0.22,0,0.0,0,0.0,0,0.0,0,1.0,0,12502.416666667,2,537.0,2,35000.0,100.0,8959.0,1
741.0,0,150000.0,100.0,3.79,0,81.0,3,0.0,0,0.0,0,0,6.5833333333333,3,261515.08333333,0,34921.668333333,0,0.13,0,0.0,0,0.0,0,0.0,0,1.0,0,261515.08333333,2,741.0,0,150000.0,100.0,928.0,2
705.0,0,150000.0,100.0,8.98,0,93.0,1,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,705.0,0,150000.0,100.0,4425.0,0
641.0548712206047,0,116921.12676056338,25.0,1.33,1,12.0,3,0.0,0,0.0,0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,116245.62427071178,0.0,4769.0,1
